City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,kahului,20.8947,-156.47,23.8,79,40,4.12,US,1675042252
288,avera,33.194,-82.5271,9.65,97,100,2.1,US,1675042252
289,russell,32.3502,-85.1999,15.6,94,100,3.6,US,1675042253
290,broken hill,-31.95,141.4333,25.92,51,39,6.34,AU,1675042254
291,coihaique,-45.5752,-72.0662,19.97,60,20,3.09,CL,1675042256
292,nouadhibou,20.931,-17.0347,15.99,72,93,8.75,MR,1675042256
293,vardo,70.3705,31.1107,-1.01,93,72,8.23,NO,1675042257
294,yarim,14.298,44.3779,9.12,77,11,0.44,YE,1675042257
295,mandiana,10.6333,-8.6833,22.99,18,44,2.29,GN,1675042258
296,enger,52.1333,8.5667,3.21,87,100,6.71,DE,1675042075
297,muriwai beach,-36.8167,174.45,20.31,92,100,5.74,NZ,1675042259
298,kholm,59.2667,32.85,-1.53,93,100,5.31,RU,1675042260
299,mweka,-4.85,21.5667,19.2,99,100,1.38,CD,1675042261
300,balkhash,46.844,74.9804,-20.66,77,0,6.0,KZ,1675042262
301,sembe,1.6481,14.5806,21.52,90,89,1.32,CG,1675042263
302,lavrentiya,65.5833,-171.0,-6.65,95,100,6.86,RU,1675042028
303,fortuna,40.5982,-124.1573,12.19,50,0,4.12,US,1675042189
304,lebedinyy,58.5167,125.5167,-25.21,88,14,2.57,RU,1675042264
305,safidon,29.4167,76.6667,11.06,94,100,5.98,IN,1675042265
306,wick,58.4333,-3.0833,5.03,81,75,13.38,GB,1675042267
307,vao,-22.6667,167.4833,24.81,72,13,4.4,NC,1675042049
308,ancud,-41.8697,-73.8203,16.08,92,47,2.1,CL,1675042267
309,kurumkan,54.3,110.3,-16.75,99,92,0.22,RU,1675042268
310,kununurra,-15.7667,128.7333,27.99,83,75,3.6,AU,1675042010
311,amazar,53.858,120.875,-21.5,91,30,1.03,RU,1675042270
312,iqaluit,63.7506,-68.5145,-36.15,75,75,1.54,CA,1675042271
313,gladstone,-23.85,151.25,29.96,51,20,4.12,AU,1675042272
314,antigonish,45.6169,-61.9986,1.19,77,100,7.01,CA,1675042272
315,shache,38.4167,77.2406,-9.0,87,100,0.95,CN,1675042273
316,coolum beach,-26.5333,153.1,30.74,67,94,4.24,AU,1675042274
317,ostrovnoy,68.0531,39.5131,-3.41,89,100,10.12,RU,1675042276
318,genhe,50.7833,121.5167,-22.25,96,96,0.91,CN,1675042278
319,guerrero negro,27.9769,-114.0611,15.1,64,0,4.43,MX,1675042061
320,lucea,18.451,-78.1736,25.92,77,4,4.97,JM,1675042279
321,nanortalik,60.1432,-45.2371,-4.82,84,100,3.52,GL,1675042280
322,impfondo,1.6381,18.0667,22.16,88,99,2.46,CG,1675042281
323,hutchinson,38.0608,-97.9298,-9.67,61,100,5.14,US,1675042173
324,vanavara,60.34,102.2797,-16.73,96,99,3.36,RU,1675042039
325,saint-augustin,51.226,-58.6502,-19.55,82,100,2.77,CA,1675042283
326,puerto narino,-3.7703,-70.3831,22.69,98,100,1.38,CO,1675042284
327,sao filipe,14.8961,-24.4956,21.34,69,93,6.49,CV,1675042285
328,prince rupert,54.3161,-130.3201,1.83,59,0,4.12,CA,1675042242
329,tolon,37.5202,22.8586,9.9,74,87,1.65,GR,1675042286
330,kalmunai,7.4167,81.8167,23.38,87,65,3.66,LK,1675042286
331,harsin,34.2721,47.5861,3.45,72,85,2.52,IR,1675042287
332,garliava,54.8167,23.8667,0.99,97,100,7.81,LT,1675042287
333,valkeala,60.9401,26.7979,0.22,100,100,6.69,FI,1675042288
334,kletskaya,49.3145,43.0584,-2.28,86,99,3.51,RU,1675042288
335,hasaki,35.7333,140.8333,7.94,59,26,5.02,JP,1675042289
336,mount isa,-20.7333,139.5,32.87,46,75,4.63,AU,1675042290
337,tuatapere,-46.1333,167.6833,20.97,67,100,3.25,NZ,1675042290
338,ripon,54.1352,-1.5212,6.99,70,46,8.23,GB,1675042143
339,kruisfontein,-34.0033,24.7314,14.94,79,39,1.9,ZA,1675042291
340,severnyy,50.677,36.5532,-7.98,93,68,2.0,RU,1675042292
341,benguela,-12.5763,13.4055,25.51,83,100,2.06,AO,1675042293
342,te anau,-45.4167,167.7167,23.52,36,100,1.37,NZ,1675042293
343,vila franca do campo,37.7167,-25.4333,12.23,77,45,3.84,PT,1675042083
344,pizhma,57.8642,47.1171,-11.47,96,98,2.88,RU,1675042294
345,husavik,66.0449,-17.3389,-4.86,77,100,6.68,IS,1675042295
346,port hardy,50.6996,-127.4199,-0.9,93,20,1.03,CA,1675042295
347,razole,16.4833,81.8333,21.54,85,86,2.27,IN,1675042296
348,nurota,40.5614,65.6886,1.86,58,100,2.64,UZ,1675042297
349,sisimiut,66.9395,-53.6735,-8.94,80,100,3.24,GL,1675042298
350,doha,25.2867,51.5333,13.17,62,0,1.54,QA,1675042213
351,geraldton,-28.7667,114.6,34.23,38,0,6.69,AU,1675042298
352,tecolutla,20.4833,-97.0167,24.92,85,0,6.82,MX,1675042299
353,poum,-20.2333,164.0167,26.54,71,1,6.02,NC,1675042072
354,caronport,50.4501,-105.8179,-22.9,91,36,4.48,CA,1675042300
355,biskamzha,53.4497,89.5272,-13.28,94,100,3.25,RU,1675042301
356,caravelas,-17.7125,-39.2481,24.28,85,1,2.33,BR,1675042030
357,mangai,-4.05,19.5333,20.88,92,97,0.54,CD,1675042302
358,soyaux,45.65,0.2,-1.29,93,14,0.0,FR,1675042303
359,enid,36.3956,-97.8784,-4.95,69,100,8.23,US,1675042035
360,talaya,61.3833,152.75,-21.56,95,100,3.79,RU,1675042305
361,kondol,52.8189,45.058,-3.74,95,100,4.68,RU,1675042306
362,surgut,61.25,73.4167,-13.9,84,20,1.0,RU,1675042306
363,road town,18.4167,-64.6167,25.05,88,40,3.6,VG,1675042059
364,bloemhof,-27.6469,25.607,19.6,58,13,5.54,ZA,1675042307
365,rajkot,22.3,70.7833,12.98,88,0,3.09,IN,1675042251
366,carson city,39.1638,-119.7674,-2.31,75,100,4.63,US,1675042308
367,ahuimanu,21.4447,-157.8378,22.84,89,100,5.14,US,1675042309
368,puerto carreno,6.189,-67.4859,27.09,44,45,3.92,CO,1675042309
369,susangerd,31.5608,48.1831,13.02,59,65,4.42,IR,1675042310
370,mirnyy,62.5353,113.9611,-25.08,98,100,2.7,RU,1675042311
371,ayagoz,47.9714,80.4392,-23.33,93,6,2.72,KZ,1675042311
372,abha,18.2164,42.5053,9.9,93,0,0.0,SA,1675042281
373,maceio,-9.6658,-35.7353,24.69,88,20,2.06,BR,1675042312
374,komsomolskiy,40.4272,71.7189,-0.6,80,100,1.03,UZ,1675042314
375,kayerkan,69.3497,87.7602,-21.8,99,100,0.28,RU,1675042315
376,shingu,33.7333,135.9833,8.4,57,25,7.33,JP,1675042316
377,gambela,8.25,34.5833,26.66,30,64,1.46,ET,1675042316
378,lac du bonnet,50.2536,-96.0612,-31.23,100,48,1.76,CA,1675042317
379,los llanos de aridane,28.6585,-17.9182,12.86,77,100,4.63,ES,1675042318
380,yining,29.0361,114.5636,10.27,31,0,0.62,CN,1675042318
381,zhangye,38.9342,100.4517,-4.18,31,0,1.0,CN,1675042319
382,alugan,12.2188,125.4808,24.57,93,100,7.34,PH,1675042319
383,jasper,37.2001,-94.3502,-6.05,93,100,6.17,US,1675042320
384,watsa,3.0372,29.5355,17.05,61,27,1.52,CD,1675042321
385,panalingaan,8.7842,117.4231,28.14,70,96,2.66,PH,1675042323
386,sioux lookout,50.1001,-91.917,-23.96,77,20,2.06,CA,1675042326
387,tocopilla,-22.092,-70.1979,21.63,78,100,0.15,CL,1675042314
388,carballo,43.213,-8.691,6.59,82,56,1.7,ES,1675042328
389,talcahuano,-36.7167,-73.1167,16.82,82,0,9.77,CL,1675042328
390,pechora,65.1472,57.2244,-12.66,94,100,5.29,RU,1675042330
391,korla,41.7597,86.1469,-9.86,81,96,2.89,CN,1675041798
392,manali,13.1667,80.2667,25.05,78,93,4.38,IN,1675042331
393,banda aceh,5.5577,95.3222,26.41,83,30,3.25,ID,1675042334
394,east london,-33.0153,27.9116,18.3,67,85,2.38,ZA,1675042023
395,marawi,7.9986,124.2928,22.03,90,100,0.47,PH,1675042335
396,vanimo,-2.6741,141.3028,28.56,74,75,1.66,PG,1675042336
397,nosy varika,-20.5833,48.5333,24.89,80,28,1.18,MG,1675042337
398,port macquarie,-31.4333,152.9167,25.5,80,100,5.22,AU,1675042227
399,alice springs,-23.7,133.8833,24.75,88,100,2.06,AU,1675042338
400,coahuayana,18.7333,-103.6833,22.3,86,0,1.13,MX,1675042340
401,kadnikov,59.5022,40.338,-7.76,96,100,3.76,RU,1675042341
402,grand gaube,-20.0064,57.6608,25.21,89,100,2.08,MU,1675042342
403,mount gambier,-37.8333,140.7667,21.34,44,100,4.08,AU,1675042345
404,boralday,43.3578,76.8594,-12.08,85,40,2.0,KZ,1675042346
405,naze,28.3667,129.4833,12.51,54,28,6.05,JP,1675041762
406,kempele,64.9131,25.5034,-0.99,93,100,5.66,FI,1675042347
407,tilichiki,60.4667,166.1,-0.96,90,100,11.6,RU,1675042058
408,malakal,9.5334,31.6605,25.74,22,81,2.5,SS,1675042348
409,rawson,-43.3002,-65.1023,33.08,18,0,14.68,AR,1675042349
410,piste,20.7,-88.5833,25.03,73,40,2.57,MX,1675042350
411,tungor,53.3808,142.9564,-22.5,83,37,6.46,RU,1675042351
412,altoona,40.5187,-78.3947,6.87,87,100,0.89,US,1675042130
413,uddevalla,58.3478,11.9424,5.6,83,46,7.95,SE,1675042352
414,cidreira,-30.1811,-50.2056,23.02,90,3,1.16,BR,1675042038
415,sar-e pul,35.8333,66.1667,-2.57,63,51,3.59,AF,1675042352
416,bam,29.106,58.357,8.12,41,0,1.76,IR,1675042353
417,bambous virieux,-20.3428,57.7575,25.12,94,20,1.54,MU,1675042008
418,port augusta,-32.5,137.7667,22.64,68,100,7.38,AU,1675042354
419,hashtrud,37.4779,47.0508,-2.87,94,96,0.5,IR,1675042355
420,tessalit,20.1986,1.0114,11.47,12,33,3.82,ML,1675042355
421,ilhabela,-23.7781,-45.3581,24.54,87,44,2.08,BR,1675042356
422,kudahuvadhoo,2.6708,72.8944,26.52,75,68,1.64,MV,1675042356
423,terney,45.0503,136.6092,-12.53,49,17,4.97,RU,1675042357
424,lower hutt,-41.2167,174.9167,24.95,63,75,6.17,NZ,1675042358
425,kattivakkam,13.2167,80.3167,25.05,78,97,4.61,IN,1675042358
426,gorele,41.0308,39.0031,6.97,85,100,1.26,TR,1675042359
427,domna,51.8971,113.1573,-21.65,76,100,1.0,RU,1675042359
428,rutland,43.6167,-73.0162,5.99,78,100,2.57,US,1675042360
429,derzhavinsk,51.1,66.3167,-23.03,98,10,2.51,KZ,1675042360
430,ust-nera,64.5667,143.2,-29.0,99,100,1.51,RU,1675042361
431,felanitx,39.4696,3.1483,7.75,76,39,4.76,ES,1675042362
432,vallenar,-28.5708,-70.7581,20.66,61,0,1.54,CL,1675042363
433,praia da vitoria,38.7333,-27.0667,13.2,82,75,5.34,PT,1675042348
434,bousse,12.6606,-1.8922,19.26,7,87,4.0,BF,1675042364
435,pesaro,43.9036,12.8903,5.11,77,100,2.94,IT,1675042365
436,klaksvik,62.2266,-6.589,2.51,81,99,15.71,FO,1675042044
437,cairns,-16.9167,145.7667,32.81,92,75,2.06,AU,1675042288
438,san vicente,-26.6167,-54.1333,19.01,98,86,1.18,AR,1675042366
439,cayenne,4.9333,-52.3333,25.02,83,100,2.06,GF,1675042367
440,aksu,41.1231,80.2644,-10.68,87,100,1.41,CN,1675042367
441,boa vista,2.8197,-60.6733,27.99,61,75,5.14,BR,1675042368
442,ingham,42.6,-84.3833,-3.8,86,100,1.54,US,1675042368
443,anito,12.4497,125.2886,24.33,96,100,5.29,PH,1675042369
444,nicolas bravo,18.45,-88.9167,20.3,93,6,1.18,MX,1675042369
445,necochea,-38.5473,-58.7368,19.76,57,0,7.17,AR,1675042127
446,gat,31.61,34.7642,14.67,100,0,0.16,IL,1675042083
447,itoman,26.1247,127.6694,15.22,55,75,6.69,JP,1675042039
448,padang,-0.9492,100.3543,26.03,80,91,2.37,ID,1675042060
449,aykhal,66.0,111.5,-32.76,100,97,1.31,RU,1675042025
450,stornoway,58.2093,-6.3865,5.52,83,75,14.92,GB,1675042371
451,hervey bay,-25.2986,152.8535,25.96,64,49,3.1,AU,1675042372
452,lorengau,-2.0226,147.2712,29.47,68,68,1.96,PG,1675042071
453,zhezkazgan,47.8043,67.7144,-21.01,84,0,4.0,KZ,1675042372
454,lazaro cardenas,17.9583,-102.2,24.82,76,0,1.97,MX,1675042033
455,amroha,28.9167,78.4667,12.16,84,100,3.28,IN,1675042373
456,jaciara,-15.9653,-54.9683,21.42,92,88,1.22,BR,1675042374
457,colares,38.7992,-9.4469,8.2,60,3,2.68,PT,1675042374
458,tarko-sale,64.9225,77.785,-28.82,100,69,3.22,RU,1675042375
459,qingdao,36.0986,120.3719,1.78,48,0,1.0,CN,1675042375
460,namibe,-15.1961,12.1522,23.67,78,100,1.67,AO,1675042376
461,wanning,18.8003,110.3967,16.52,52,84,4.07,CN,1675042376
462,ikot ekpene,5.1794,7.7108,23.22,80,89,1.63,NG,1675042377
463,chaozhou,23.6651,116.6379,9.92,31,0,1.11,CN,1675042378
464,killam,52.7834,-111.8518,-19.03,71,100,5.66,CA,1675042378
465,elizabeth city,36.2946,-76.2511,14.01,72,0,2.7,US,1675042379
466,tura,25.5198,90.2201,18.51,53,4,0.74,IN,1675042380
467,formosa,-26.1775,-58.1781,29.99,66,0,0.0,AR,1675042293
468,sao miguel do araguaia,-13.275,-50.1628,22.21,89,100,1.18,BR,1675042381
469,nemuro,43.3236,145.575,-5.74,49,3,1.28,JP,1675042029
470,faya,18.3851,42.4509,10.06,90,40,1.44,SA,1675042383
471,camacha,33.0833,-16.3333,11.68,67,40,3.09,PT,1675042384
472,lata,40.1629,-8.3327,4.95,77,87,1.75,PT,1675042385
473,scottsbluff,41.8666,-103.6672,-17.47,79,100,4.63,US,1675042386
474,ishigaki,24.3448,124.1572,15.07,58,40,5.66,JP,1675042387
475,fushe-arrez,42.0622,20.0167,2.17,85,16,2.83,AL,1675042388
476,chumikan,54.7183,135.315,-25.22,85,19,11.1,RU,1675042390
477,back mountain,41.3359,-75.9963,6.76,75,100,2.46,US,1675042391
478,kloulklubed,7.0419,134.2556,27.28,75,100,6.4,PW,1675042392
479,dingle,10.9995,122.6711,24.09,95,100,4.77,PH,1675042393
480,richards bay,-28.783,32.0377,19.69,79,100,3.78,ZA,1675042394
481,yamada,39.4667,141.95,1.72,44,79,1.63,JP,1675042395
482,nioro,13.35,-15.75,20.49,11,92,2.72,GM,1675042396
483,katsuura,35.1333,140.3,8.64,52,6,6.99,JP,1675042396
484,lasa,46.6166,10.7002,-4.8,47,8,2.31,IT,1675042398
485,nagato,34.3833,131.2,5.81,48,5,8.1,JP,1675042399
486,callaway,30.153,-85.5699,20.53,96,100,5.14,US,1675042212
487,qinzhou,21.95,108.6167,15.09,23,3,2.21,CN,1675042402
488,katherine,-14.4667,132.2667,30.61,64,100,3.17,AU,1675042403
489,borogontsy,62.6683,131.1683,-43.66,98,70,0.73,RU,1675042403
490,palmer,42.1584,-72.3287,8.23,62,100,3.6,US,1675042404
491,tomatlan,19.9333,-105.25,21.76,74,0,0.12,MX,1675042405
492,cerrito,6.8432,-72.694,9.93,75,100,1.73,CO,1675042406
493,fort nelson,58.8053,-122.7002,-9.47,81,75,2.06,CA,1675042240
494,skibbereen,51.55,-9.2667,7.84,84,70,3.79,IE,1675042407
495,gbarnga,6.9956,-9.4722,21.06,97,59,1.01,LR,1675042408
496,maues,-3.3836,-57.7186,22.75,96,100,0.33,BR,1675042408
497,akom,2.6678,12.7109,21.94,81,100,1.59,CM,1675042409
498,araguacu,-12.9306,-49.8264,22.18,90,78,0.38,BR,1675042411
499,mersing,2.4312,103.8405,24.95,88,40,7.2,MY,1675042411
500,cockburn town,21.4612,-71.1419,25.0,74,9,10.0,TC,1675042351
501,freetown,8.484,-13.2299,25.84,83,20,4.12,SL,1675042143
502,ukiah,39.1502,-123.2078,11.94,33,0,2.57,US,1675042021
503,san fernando,15.0286,120.6898,25.85,58,6,3.34,PH,1675042381
504,union city,37.5958,-122.0192,9.36,79,100,5.66,US,1675042413
505,nadym,65.5333,72.5167,-22.95,96,100,4.84,RU,1675042363
506,taywarah,33.35,64.4167,-13.56,96,95,2.16,AF,1675042414
507,zhigansk,66.7697,123.3711,-44.6,99,76,3.11,RU,1675042415
508,kuusankoski,60.907,26.6244,0.29,99,100,6.69,FI,1675042415
509,cortez,37.3489,-108.5859,-0.58,59,0,2.06,US,1675042276
510,teresopolis,-22.4122,-42.9656,18.98,94,100,1.27,BR,1675042416
511,palmas bellas,9.2319,-80.0867,25.7,74,100,5.22,PA,1675042417
512,cartagena del chaira,1.3349,-74.8429,23.43,53,24,1.01,CO,1675042346
513,najran,17.4924,44.1277,10.36,64,99,0.55,SA,1675042274
514,shelburne,44.0787,-80.2041,-8.56,92,91,3.51,CA,1675042240
515,yaypan,40.3758,70.8156,0.96,58,100,1.38,UZ,1675042418
516,miquelon,47.0975,-56.3814,-3.0,60,100,4.39,PM,1675042419
517,liverpool,53.4106,-2.9779,7.94,76,20,8.75,GB,1675042419
518,bunia,1.5667,30.25,19.35,65,99,1.39,CD,1675042420
519,huarmey,-10.0681,-78.1522,22.12,82,69,2.57,PE,1675042420
520,gunzenhausen,49.1,10.75,-1.57,85,70,5.01,DE,1675042421
521,pak phanang,8.3511,100.202,25.01,75,99,5.2,TH,1675042421
522,oudenburg,51.1851,3.0085,7.97,86,40,8.23,BE,1675042422
523,chara,56.9064,118.2631,-22.85,78,80,0.08,RU,1675042423
524,tanah merah,5.8,102.15,26.06,96,100,0.72,MY,1675042423
525,south venice,27.0531,-82.4243,22.28,91,0,3.58,US,1675042423
526,andenes,69.3143,16.1194,-0.01,69,20,6.17,NO,1675042425
527,muros,42.7762,-9.0603,6.16,76,84,4.43,ES,1675042425
528,akyab,20.15,92.9,21.4,63,2,2.42,MM,1675042426
529,port hedland,-20.3167,118.5667,30.03,79,40,0.0,AU,1675042291
530,clyde river,70.4692,-68.5914,-26.61,94,100,3.47,CA,1675042018
531,lalmohan,22.3384,90.7419,18.34,60,20,3.03,BD,1675042427
532,kieta,-6.2167,155.6333,29.07,75,85,3.51,PG,1675042427
533,bandarbeyla,9.4942,50.8122,23.39,64,92,6.91,SO,1675042428
534,am timan,11.0297,20.2827,26.0,17,98,2.29,TD,1675042428
535,copiapo,-27.3667,-70.3333,14.83,65,5,1.33,CL,1675042429
536,la ronge,55.1001,-105.2842,-22.86,70,40,3.09,CA,1675042429
537,meadow lake,34.8014,-106.5436,9.33,25,0,4.83,US,1675042430
538,rocha,-34.4833,-54.3333,20.34,87,84,3.42,UY,1675042226
539,balabac,7.9868,117.0645,27.32,78,92,6.78,PH,1675042431
540,taoudenni,22.6783,-3.9836,13.84,15,48,4.95,ML,1675042432
541,lebyazhye,55.2689,66.4947,-17.34,97,42,3.79,RU,1675042432
542,ahar,38.4774,47.0699,-1.5,93,90,2.04,IR,1675042433
543,jurm,36.8648,70.8342,-3.46,63,56,2.15,AF,1675042433
544,baiao,-2.7906,-49.6717,22.22,99,100,1.11,BR,1675042434
545,ambilobe,-13.2,49.05,23.41,93,63,0.3,MG,1675042434
546,urumqi,43.801,87.6005,-19.47,85,57,2.0,CN,1675042435
547,evanston,42.0411,-87.6901,-4.0,76,100,3.6,US,1675042431
548,dubrovka,53.6907,33.5071,-3.65,89,98,5.1,RU,1675042436
549,ust-ilimsk,58.0006,102.6619,-13.39,93,100,3.15,RU,1675042436
550,cabra,37.4725,-4.4421,3.43,77,8,1.5,ES,1675042437
551,celestun,20.8667,-90.4,25.78,66,0,4.08,MX,1675042437
552,lubu,23.1742,112.2809,14.35,33,6,0.71,CN,1675042437
553,nyurba,63.2842,118.3319,-35.02,100,96,1.43,RU,1675042438
554,saint anthony,45.0205,-93.218,-16.61,70,0,4.63,US,1675042244
555,inta,66.0317,60.1659,-11.37,94,100,6.66,RU,1675042439
556,esna,25.2934,32.554,17.01,31,0,1.11,EG,1675042439
557,naifaru,5.4444,73.3657,26.17,72,27,2.21,MV,1675042440
558,itaituba,-4.2761,-55.9836,23.4,93,100,0.3,BR,1675042246
559,marivan,35.5219,46.176,3.63,89,100,1.9,IR,1675042440
560,port blair,11.6667,92.75,28.02,69,75,3.6,IN,1675042026
561,pandamatenga,-18.5278,25.627,18.08,82,77,1.36,BW,1675042441
562,paamiut,61.994,-49.6678,-6.74,69,100,5.9,GL,1675042443
563,vani,42.0832,42.5216,5.83,93,75,1.54,GE,1675042443
564,mushie,-3.0167,16.9,21.56,90,100,1.04,CD,1675042445
565,susanville,40.4163,-120.653,-2.88,56,0,3.6,US,1675042235
566,ayna,-12.65,-73.9167,15.56,91,98,0.81,PE,1675042447
567,naco,31.3347,-109.9483,12.67,22,0,5.78,MX,1675042448
568,inhambane,-23.865,35.3833,25.13,84,77,5.89,MZ,1675042450
569,la crosse,43.8014,-91.2396,-15.05,64,0,4.12,US,1675042184
570,henties bay,-22.116,14.2845,17.47,83,37,4.35,NA,1675042041
571,beringovskiy,63.05,179.3167,-2.46,97,100,6.33,RU,1675042453
572,marshall,34.3834,-86.3333,10.86,92,100,0.0,US,1675042453
573,margate,51.3813,1.3862,6.04,88,49,1.79,GB,1675042454
574,severodvinsk,64.5635,39.8302,-1.94,91,100,4.64,RU,1675042455
575,weinan,34.5036,109.5089,4.19,22,0,0.98,CN,1675042455
